0.005,543.0
0.01,471.6
0.015,470.7
0.02,491.9
0.025,477.8
0.03,469.6
0.035,463.9
0.04,466.6
0.045,472.1
0.05,491.3
0.055,472.9
0.06,499.1
0.065,469.9
0.07,478.1
0.075,493.3
0.08,628.7
0.085,456.4
0.09,469.7
0.095,479.3
0.1,481.3
0.105,460.4
0.11,458.5
0.115,486.5
0.12,487.6
0.125,469.8
0.13,470.0
0.135,516.4
0.14,470.8
0.145,481.7
0.15,485.2
0.155,457.6
0.16,456.9
0.165,460.1
0.17,459.4
0.175,472.2
0.18,476.4
0.185,494.7
0.19,672.0
0.195,472.7
0.2,500.7
0.205,484.4
0.21,459.9
0.215,446.6
0.22,466.4
0.225,491.4
0.23,475.3
0.235,460.2
0.24,462.5
0.245,451.2
0.25,478.8
0.255,466.5
0.26,485.3
0.265,458.7
0.27,487.9
0.275,505.0
0.28,490.0
0.285,456.8
0.29,476.1
0.295,510.9
0.3,479.8
0.305,488.0
0.31,467.7
0.315,468.4
0.32,506.1
0.325,472.1
0.33,474.6
0.335,480.4
0.34,471.3
0.345,466.6
0.35,463.8
0.355,472.0
0.36,485.4
0.365,465.3
0.37,501.1
0.375,466.1
0.38,458.7
0.385,493.5
0.39,517.9
0.395,499.1
0.4,491.5
0.405,496.5
0.41,482.1
0.415,476.6
0.42,488.2
0.425,470.0
0.43,460.1
0.435,475.7
0.44,463.0
0.445,468.6
0.45,496.6
0.455,481.2
0.46,472.5
0.465,499.3
0.47,466.6
0.475,498.9
0.48,537.5
0.485,534.0
0.49,537.0
0.495,534.1
0.5,517.1
0.505,481.8
0.51,471.2
0.515,465.7
0.52,480.5
0.525,474.4
0.53,469.8
0.535,489.0
0.54,476.7
0.545,473.8
0.55,476.5
0.555,479.0
0.56,465.1
0.565,500.0
0.57,476.9
0.575,458.7
0.58,460.7
0.585,465.6
0.59,474.5
0.595,527.3
0.6,501.7
0.605,492.1
0.61,502.3
0.615,482.4
0.62,471.4
0.625,458.7
0.63,470.5
0.635,474.1
0.64,462.0
0.645,496.6
0.65,480.4
0.655,465.2
0.66,483.2
0.665,483.7
0.67,467.4
0.675,505.4
0.68,481.3
0.685,498.1
0.69,471.1
0.695,644.5
0.7,478.6
0.705,489.7
0.71,490.9
0.715,471.3
0.72,462.9
0.725,461.0
0.73,460.9
0.735,468.6
0.74,482.1
0.745,471.1
0.75,461.2
0.755,474.9
0.76,467.8
0.765,476.5
0.77,468.4
0.775,712.0
0.78,471.5
0.785,471.2
0.79,453.9
0.795,455.4
0.8,470.3
0.805,498.2
0.81,598.1
0.815,478.6
0.82,469.1
0.825,551.2
0.83,565.2
0.835,487.4
0.84,496.4
0.845,509.2
0.85,491.6
0.855,503.0
0.86,535.5
0.865,505.3
0.87,491.5
0.875,490.3
0.88,486.8
0.885,528.0
0.89,487.2
0.895,461.9
0.9,497.0
0.905,502.6
0.91,493.2
0.915,487.5
0.92,490.8
0.925,482.4
0.93,482.0
0.935,729.8
0.94,470.9
0.945,463.8
0.95,464.4
0.955,491.6
0.96,529.8
0.965,471.6
0.97,494.4
0.975,491.1
0.98,470.3
0.985,489.2
0.99,492.0
0.995,457.3
1.0,455.8
1.005,492.3
1.01,491.4
1.015,454.1
1.02,474.4
1.025,485.3
1.03,508.9
1.035,507.3
1.04,474.1
1.045,474.8
1.05,495.9
1.055,481.6
1.06,513.0
1.065,504.3
1.07,489.3
1.075,499.6
1.08,496.2
1.085,492.8
1.09,555.4
1.095,533.6
1.1,581.6
1.105,561.9
1.11,537.3
1.115,502.3
1.12,540.9
1.125,506.3
1.13,512.5
1.135,515.1
1.14,494.7
1.145,499.0
1.15,550.6
1.155,491.6
1.16,485.1
1.165,495.5
1.17,476.6
1.175,509.6
1.18,480.4
1.185,534.5
1.19,491.1
1.195,497.6
1.2,488.8
1.205,479.2
1.21,473.2
1.215,494.8
1.22,486.6
1.225,492.3
1.23,475.9
1.235,481.7
1.24,504.7
1.245,464.8
1.25,471.1
1.255,466.9
1.26,486.9
1.265,484.4
1.27,475.2
1.275,563.8
1.28,495.6
1.285,465.9
1.29,487.6
1.295,478.1
1.3,474.5
1.305,482.6
1.31,478.5
1.315,468.6
1.32,472.3
1.325,481.7
1.33,496.4
1.335,487.1
1.34,505.1
1.345,497.9
1.35,511.7
1.355,512.7
1.36,500.6
1.365,481.7
1.37,498.2
1.375,502.1
1.38,497.0
1.385,477.3
1.39,457.8
1.395,481.0
1.4,488.4
1.405,482.2
1.41,690.3
1.415,468.1
1.42,478.7
1.425,480.4
1.43,488.1
1.435,502.0
1.44,477.9
1.445,490.4
1.45,471.1
1.455,469.1
1.46,480.7
1.465,465.7
1.47,475.8
1.475,612.5
1.48,488.1
1.485,626.9
1.49,536.6
1.495,507.2
1.5,498.3
